[Tue Apr 18 20:47:25 2023] ThreadID[33560]	Started game. 
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 16.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.449
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 16.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.450
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 16.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.451
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.452
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.453
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.454
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.455
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.456
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.457
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.458
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.459
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.460
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 14.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.461
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.462
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.463
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.464
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.465
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.466
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.467
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.468
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.469
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:11 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.470
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 12.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.471
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.472
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.473
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.474
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.475
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.476
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.477
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.478
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.479
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.480
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 10.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.481
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.482
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.483
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.484
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.485
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.486
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.487
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.488
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.489
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.490
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 8.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.491
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.492
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.493
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.494
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.495
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.496
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.497
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.498
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.499
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 6.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.501
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.502
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.503
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.504
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.505
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.506
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.507
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.508
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.509
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.510
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 4.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.511
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.512
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.513
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.514
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.515
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.516
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.517
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.518
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.519
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.520
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 2.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.521
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.522
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.523
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.524
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.525
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.526
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.527
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.528
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.529
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.530
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X 0.782900 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.531
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.532
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.533
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.534
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.535
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.536
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.537
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.538
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.539
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.540
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -1.217100 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.541
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.542
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.543
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.544
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.545
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.546
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.547
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.548
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.549
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.550
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -3.217100 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.551
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.552
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.553
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.554
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.555
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.556
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.557
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.558
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.559
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.560
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -5.217100 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.561
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.562
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z 7.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.563
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z 5.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.564
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z 3.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.565
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z 1.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.566
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z -0.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.567
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z -2.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.568
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z -4.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.569
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z -6.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.570
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -7.217100 Y 14.624200 Z -8.955500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.571
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -9.217100 Y 14.624200 Z 9.044500
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Model Detected: Floor_Modular.572
[Tue Apr 18 21:17:12 2023] ThreadID[39316]	[INFO]	Location: X -9.217100 Y 14.624200 Z 7.044500
